index,short_doc,full_doc,category_gold
groups/sci.space/61470,57333ebd-d294-4b13-bf6e-ec00c5b1ffa2.png,57333ebd-d294-4b13-bf6e-ec00c5b1ffa2-full,sci_space
groups/sci.space/61244,479737a2-6566-48f0-9927-9154e7fb6409.png,479737a2-6566-48f0-9927-9154e7fb6409-full,sci_space
groups/sci.space/60861,f28f02d8-9eb3-458d-bebd-5b794b317bc0.png,f28f02d8-9eb3-458d-bebd-5b794b317bc0-full,sci_space
groups/sci.space/62454,eeb9fe6e-d9e3-445f-8d2c-6bb158269ce5.png,eeb9fe6e-d9e3-445f-8d2c-6bb158269ce5-full,sci_space
groups/sci.space/60979,f6669973-89f9-477a-ba92-66a29756efc8.png,f6669973-89f9-477a-ba92-66a29756efc8-full,sci_space
groups/sci.space/61291,18ac8082-719d-4e11-be99-0f6b3bd8a00a.png,18ac8082-719d-4e11-be99-0f6b3bd8a00a-full,sci_space
groups/sci.space/60226,8c264d81-2610-4457-b91f-3fa72f293156.png,8c264d81-2610-4457-b91f-3fa72f293156-full,sci_space
groups/sci.space/61473,006e6316-2207-473d-9c54-344c7ba067b6.png,006e6316-2207-473d-9c54-344c7ba067b6-full,sci_space
groups/sci.space/62402,d03e3627-7f7f-4a5d-9b93-983187a649b1.png,d03e3627-7f7f-4a5d-9b93-983187a649b1-full,sci_space
groups/sci.space/60160,94d7c174-9cae-4b6d-8a6f-e4f965ef648f.png,94d7c174-9cae-4b6d-8a6f-e4f965ef648f-full,sci_space
groups/sci.space/60975,c8b84963-4b58-469f-9afb-b959cbcbdbc1.png,c8b84963-4b58-469f-9afb-b959cbcbdbc1-full,sci_space
groups/sci.space/61439,dfe62e33-3389-4aaf-973c-b87ea493f6d5.png,dfe62e33-3389-4aaf-973c-b87ea493f6d5-full,sci_space
groups/sci.space/61415,819a6feb-f82b-460d-82a7-08b697753325.png,819a6feb-f82b-460d-82a7-08b697753325-full,sci_space
groups/sci.space/60926,7cbdff55-5616-4cec-9abf-f3884fec085f.png,7cbdff55-5616-4cec-9abf-f3884fec085f-full,sci_space
groups/sci.space/61035,4eb18900-0251-4928-b7d9-c03f0fd64f9b.png,4eb18900-0251-4928-b7d9-c03f0fd64f9b-full,sci_space
groups/sci.space/62386,5e87621d-3d4e-4cbe-87c2-941972d2ad1e.png,5e87621d-3d4e-4cbe-87c2-941972d2ad1e-full,sci_space
groups/sci.space/61367,323e3c3b-b6b7-4109-9abe-aa69fdcc00b6.png,323e3c3b-b6b7-4109-9abe-aa69fdcc00b6-full,sci_space
groups/sci.space/60949,3ac15a16-b29e-429f-945e-9e5e192c7853.png,3ac15a16-b29e-429f-945e-9e5e192c7853-full,sci_space
groups/sci.space/61200,61c44780-4a19-4fbc-aa3b-d57dd2c7e9a9.png,61c44780-4a19-4fbc-aa3b-d57dd2c7e9a9-full,sci_space
groups/sci.space/61094,e94796a6-e5d9-4896-948a-1c3984e7018c.png,e94796a6-e5d9-4896-948a-1c3984e7018c-full,sci_space
groups/sci.space/61039,2afe2456-9812-48a5-9116-73f435ab85be.png,2afe2456-9812-48a5-9116-73f435ab85be-full,sci_space
groups/sci.space/61324,a4fc3a4d-a869-4369-bee9-0048c382d212.png,a4fc3a4d-a869-4369-bee9-0048c382d212-full,sci_space
groups/sci.space/61554,f67df174-b02b-4788-b5c0-012c3918f69d.png,f67df174-b02b-4788-b5c0-012c3918f69d-full,sci_space
groups/sci.space/61229,7eb9207b-94db-4cd3-8ac3-a9d873e8baea.png,7eb9207b-94db-4cd3-8ac3-a9d873e8baea-full,sci_space
groups/sci.space/61289,5c934a16-ad96-4389-9e71-43272e1da2c9.png,5c934a16-ad96-4389-9e71-43272e1da2c9-full,sci_space
groups/sci.space/61381,ece8bc52-f3ed-4044-8f1f-f05ccfc49503.png,ece8bc52-f3ed-4044-8f1f-f05ccfc49503-full,sci_space
groups/sci.space/61021,8823d03c-0fde-47eb-b7aa-f426ab853a25.png,8823d03c-0fde-47eb-b7aa-f426ab853a25-full,sci_space
groups/sci.space/61416,0b7033da-daeb-4e2e-8e36-6ca1ef6f317e.png,0b7033da-daeb-4e2e-8e36-6ca1ef6f317e-full,sci_space
groups/sci.space/61083,f1805689-9d21-4053-92bf-dceb99ff15fc.png,f1805689-9d21-4053-92bf-dceb99ff15fc-full,sci_space
groups/sci.space/61488,8d494d10-1ab5-48bb-878f-b2f422e026d0.png,8d494d10-1ab5-48bb-878f-b2f422e026d0-full,sci_space
groups/sci.space/62448,8f786190-45fc-4663-ba86-d8093beae975.png,8f786190-45fc-4663-ba86-d8093beae975-full,sci_space
groups/sci.space/59905,5a630316-2b9d-464c-8362-aa3c6990629b.png,5a630316-2b9d-464c-8362-aa3c6990629b-full,sci_space
groups/sci.space/60202,6d15e1e2-8bfd-4904-a8d2-5020682faf38.png,6d15e1e2-8bfd-4904-a8d2-5020682faf38-full,sci_space
groups/sci.space/60875,91078dd0-6b52-46e0-aa57-a47116c58e49.png,91078dd0-6b52-46e0-aa57-a47116c58e49-full,sci_space
groups/sci.space/61309,4394e09e-88a9-4f43-84bf-483ae260a263.png,4394e09e-88a9-4f43-84bf-483ae260a263-full,sci_space
groups/sci.space/61301,ca31d2ce-7c35-4fe1-a63c-d894aaad33c2.png,ca31d2ce-7c35-4fe1-a63c-d894aaad33c2-full,sci_space
groups/sci.space/61011,8da61580-165c-4285-856c-e7e197cc868f.png,8da61580-165c-4285-856c-e7e197cc868f-full,sci_space
groups/sci.space/60172,bcec86dd-45a9-4cc0-a856-8c8e675817a6.png,bcec86dd-45a9-4cc0-a856-8c8e675817a6-full,sci_space
groups/sci.space/60779,d3d42810-e925-4078-964a-f11347d7ec39.png,d3d42810-e925-4078-964a-f11347d7ec39-full,sci_space
groups/sci.space/60224,86c33360-8448-497c-88cd-6f4fca65dee1.png,86c33360-8448-497c-88cd-6f4fca65dee1-full,sci_space
groups/sci.space/61414,54ba18ec-16ba-4285-90e8-5a03a391f3e6.png,54ba18ec-16ba-4285-90e8-5a03a391f3e6-full,sci_space
groups/sci.space/61496,8bc4dd9d-3a08-40f1-a969-79eeb566115b.png,8bc4dd9d-3a08-40f1-a969-79eeb566115b-full,sci_space
groups/sci.space/60984,b80139f0-c9f7-487c-b3b9-0e7c42ec9fd3.png,b80139f0-c9f7-487c-b3b9-0e7c42ec9fd3-full,sci_space
groups/sci.space/60186,22702b4e-bb5e-4158-9057-c90e76d59c97.png,22702b4e-bb5e-4158-9057-c90e76d59c97-full,sci_space
groups/sci.space/61558,09735ca4-e37a-466a-b9cb-2f5d3c097fb1.png,09735ca4-e37a-466a-b9cb-2f5d3c097fb1-full,sci_space
groups/sci.space/60236,f8164356-4d86-4e52-95e8-41a841e99aec.png,f8164356-4d86-4e52-95e8-41a841e99aec-full,sci_space
groups/sci.space/60937,7931f188-bf6c-4c58-8015-ab5b387c5367.png,7931f188-bf6c-4c58-8015-ab5b387c5367-full,sci_space
groups/sci.space/61293,4427ad1d-b39e-457f-a287-0fb9af3653ce.png,4427ad1d-b39e-457f-a287-0fb9af3653ce-full,sci_space
groups/sci.space/60173,90193b9e-ea53-4289-98bb-9d7e2dd92301.png,90193b9e-ea53-4289-98bb-9d7e2dd92301-full,sci_space
groups/sci.space/61213,729d43e6-41fb-4fe3-8c3f-7cf719741b17.png,729d43e6-41fb-4fe3-8c3f-7cf719741b17-full,sci_space
groups/sci.space/60914,861dbae0-94aa-4e68-8153-f104ef731691.png,861dbae0-94aa-4e68-8153-f104ef731691-full,sci_space
groups/sci.space/60825,17d23e93-658d-4365-89af-cbceb55f475b.png,17d23e93-658d-4365-89af-cbceb55f475b-full,sci_space
groups/sci.space/60210,7cc7c33a-2426-4fc1-83b2-f7894deb3a65.png,7cc7c33a-2426-4fc1-83b2-f7894deb3a65-full,sci_space
groups/sci.space/61233,fe744e64-4dcd-41b5-b7fa-a1a8bdcd6505.png,fe744e64-4dcd-41b5-b7fa-a1a8bdcd6505-full,sci_space
groups/sci.space/60960,336690f4-1100-4707-908b-f1a8bcbf40c0.png,336690f4-1100-4707-908b-f1a8bcbf40c0-full,sci_space
groups/sci.space/61138,ae7ee4fb-1a64-46c0-9364-efa069c9793c.png,ae7ee4fb-1a64-46c0-9364-efa069c9793c-full,sci_space
groups/sci.space/61346,39c2fa87-1009-41bf-9577-53cc96297b25.png,39c2fa87-1009-41bf-9577-53cc96297b25-full,sci_space
groups/sci.space/62318,0869d5fc-19bf-4b97-a7fe-68a533275ae4.png,0869d5fc-19bf-4b97-a7fe-68a533275ae4-full,sci_space
groups/sci.space/61551,bf677710-9304-43c0-bad2-8f8d15992a58.png,bf677710-9304-43c0-bad2-8f8d15992a58-full,sci_space
groups/sci.space/60902,ad24b752-0f91-4b40-aed9-26feb9367742.png,ad24b752-0f91-4b40-aed9-26feb9367742-full,sci_space
groups/sci.space/60936,a09b9087-f2d4-4140-8bc0-08bb83f4b46f.png,a09b9087-f2d4-4140-8bc0-08bb83f4b46f-full,sci_space
groups/sci.space/60188,e02cf531-30e5-4206-9d7c-3e579fabac80.png,e02cf531-30e5-4206-9d7c-3e579fabac80-full,sci_space
groups/sci.space/60167,221f43e6-22a7-429c-b6e9-8d1d7879d09f.png,221f43e6-22a7-429c-b6e9-8d1d7879d09f-full,sci_space
groups/sci.space/61252,3b1ea848-e0cb-4b7f-8889-d29aa695483d.png,3b1ea848-e0cb-4b7f-8889-d29aa695483d-full,sci_space
groups/sci.space/60933,f664da5f-71f6-4a9a-b474-a28b47d647aa.png,f664da5f-71f6-4a9a-b474-a28b47d647aa-full,sci_space
groups/sci.space/61024,03ec79b6-f9a3-478f-8a22-48b68185fd2f.png,03ec79b6-f9a3-478f-8a22-48b68185fd2f-full,sci_space
groups/sci.space/61328,44269ef2-6e98-4a65-8b78-b99c970f78e9.png,44269ef2-6e98-4a65-8b78-b99c970f78e9-full,sci_space
groups/sci.space/61400,ae0b409f-740d-4cd2-bee4-a7a3c60794f5.png,ae0b409f-740d-4cd2-bee4-a7a3c60794f5-full,sci_space
groups/sci.space/61069,97542d3f-ba8a-4a86-aafd-d85a640f2106.png,97542d3f-ba8a-4a86-aafd-d85a640f2106-full,sci_space
groups/sci.space/61038,54d2a424-a0bd-4057-92b8-1c0de0e8a4c6.png,54d2a424-a0bd-4057-92b8-1c0de0e8a4c6-full,sci_space
groups/sci.space/59497,fb6e1f44-a4ae-4a59-bbce-0503222b1295.png,fb6e1f44-a4ae-4a59-bbce-0503222b1295-full,sci_space
groups/sci.space/61248,0c13a74f-38ae-4472-8ac2-af2175b7807f.png,0c13a74f-38ae-4472-8ac2-af2175b7807f-full,sci_space
groups/sci.space/61058,d2de35cd-15d9-431d-83de-d49eb20440e2.png,d2de35cd-15d9-431d-83de-d49eb20440e2-full,sci_space
groups/sci.space/61366,5043a6cb-28a9-479d-bfcc-299850ca81d2.png,5043a6cb-28a9-479d-bfcc-299850ca81d2-full,sci_space
groups/sci.space/60995,5ca2bbd2-40b4-49d6-83b1-d95af4c028df.png,5ca2bbd2-40b4-49d6-83b1-d95af4c028df-full,sci_space
groups/sci.space/61403,e35f2e5d-6765-48d1-9931-bffc8ae65f7f.png,e35f2e5d-6765-48d1-9931-bffc8ae65f7f-full,sci_space
groups/sci.space/60195,ba124367-3105-4993-af8c-9cc2ec5fbd64.png,ba124367-3105-4993-af8c-9cc2ec5fbd64-full,sci_space
groups/sci.space/60790,400e222b-d9d2-4717-af74-02fb17fbff82.png,400e222b-d9d2-4717-af74-02fb17fbff82-full,sci_space
groups/sci.space/61065,96f3ff80-22bd-4072-a755-947e790694fd.png,96f3ff80-22bd-4072-a755-947e790694fd-full,sci_space
groups/sci.space/61304,a76ac96e-e197-493f-bf3d-2938db058542.png,a76ac96e-e197-493f-bf3d-2938db058542-full,sci_space
groups/sci.space/61184,6c25754b-5f56-460e-a059-06ffd5acd4d0.png,6c25754b-5f56-460e-a059-06ffd5acd4d0-full,sci_space
groups/sci.space/61553,ed3927b4-45b3-46ff-b029-d9ad704ea78d.png,ed3927b4-45b3-46ff-b029-d9ad704ea78d-full,sci_space
groups/sci.space/61316,0ff2acf4-1eb0-4bb2-ac2b-3c748cd1ac52.png,0ff2acf4-1eb0-4bb2-ac2b-3c748cd1ac52-full,sci_space
groups/sci.space/61506,55d8d971-dab2-4b95-b115-798c9e2139a5.png,55d8d971-dab2-4b95-b115-798c9e2139a5-full,sci_space
groups/sci.space/61322,119a84aa-ce35-4947-ab8e-9b0cd296f2b7.png,119a84aa-ce35-4947-ab8e-9b0cd296f2b7-full,sci_space
groups/sci.space/61397,f48db23e-db29-4184-9edb-2c7c75bc98ec.png,f48db23e-db29-4184-9edb-2c7c75bc98ec-full,sci_space
groups/sci.space/61152,1b51aa06-b211-4250-97fc-f0e5260aae53.png,1b51aa06-b211-4250-97fc-f0e5260aae53-full,sci_space
groups/sci.space/61194,80790849-5d59-4409-8745-8ce5d5a5745e.png,80790849-5d59-4409-8745-8ce5d5a5745e-full,sci_space
groups/sci.space/61326,cfed9ff1-c80a-4491-91e3-bbf3e165cc72.png,cfed9ff1-c80a-4491-91e3-bbf3e165cc72-full,sci_space
groups/sci.space/60973,375f7a88-da64-4247-a8ea-be15a78311e3.png,375f7a88-da64-4247-a8ea-be15a78311e3-full,sci_space
groups/sci.space/61046,2dcb7cb4-4428-4442-8db2-b8afc83f3c01.png,2dcb7cb4-4428-4442-8db2-b8afc83f3c01-full,sci_space
groups/sci.space/61521,e017cf00-0666-43fe-a055-db08491c465e.png,e017cf00-0666-43fe-a055-db08491c465e-full,sci_space
groups/sci.space/61347,96345a46-a921-41b5-8584-8dd1f860ce42.png,96345a46-a921-41b5-8584-8dd1f860ce42-full,sci_space
groups/sci.space/62397,c1dc90cd-55c1-4c4a-a212-818a369694ee.png,c1dc90cd-55c1-4c4a-a212-818a369694ee-full,sci_space
groups/sci.space/61351,0bf7307d-9a93-411a-a3ee-478b32f5748b.png,0bf7307d-9a93-411a-a3ee-478b32f5748b-full,sci_space
groups/sci.space/62114,b14a82ba-4d95-4457-962a-a03f6febd958.png,b14a82ba-4d95-4457-962a-a03f6febd958-full,sci_space
groups/sci.space/61099,5d4f949a-d655-4212-a3bf-52666e6df3af.png,5d4f949a-d655-4212-a3bf-52666e6df3af-full,sci_space
groups/sci.space/61333,8600dbdb-595f-4e51-ad56-9674d2a19e5f.png,8600dbdb-595f-4e51-ad56-9674d2a19e5f-full,sci_space
groups/sci.space/60220,b5abb352-785f-4229-9c15-1f905f2df424.png,b5abb352-785f-4229-9c15-1f905f2df424-full,sci_space
groups/sci.space/60944,d5bac45d-07ba-47ca-8675-196129327286.png,d5bac45d-07ba-47ca-8675-196129327286-full,sci_space
groups/sci.space/60998,0eb7c72e-bb35-4fbd-8a08-bc290c0d1d07.png,0eb7c72e-bb35-4fbd-8a08-bc290c0d1d07-full,sci_space
groups/sci.space/61175,ebc5d6f1-eece-45c9-b3e8-a75e526a9ff0.png,ebc5d6f1-eece-45c9-b3e8-a75e526a9ff0-full,sci_space
groups/sci.space/61197,28fb8daf-8c9e-42a2-ad95-fa7d943f54e3.png,28fb8daf-8c9e-42a2-ad95-fa7d943f54e3-full,sci_space
groups/sci.space/61430,a261478b-b6e4-4960-b5b9-7b835f8f9673.png,a261478b-b6e4-4960-b5b9-7b835f8f9673-full,sci_space
groups/sci.space/61087,6d1e8bfa-e560-4501-9e5d-7b128d3609bb.png,6d1e8bfa-e560-4501-9e5d-7b128d3609bb-full,sci_space
groups/sci.space/61525,dec43336-a5f4-4514-a178-70f912654efb.png,dec43336-a5f4-4514-a178-70f912654efb-full,sci_space
groups/sci.space/60946,fae26b16-a669-4566-a099-98d9d5d4ffbd.png,fae26b16-a669-4566-a099-98d9d5d4ffbd-full,sci_space
groups/sci.space/61218,735ce956-7ad8-474e-9410-d649d46cce54.png,735ce956-7ad8-474e-9410-d649d46cce54-full,sci_space
groups/sci.space/61206,4eec65bf-9938-49f0-beee-098a4c40e198.png,4eec65bf-9938-49f0-beee-098a4c40e198-full,sci_space
groups/sci.space/61216,2e5c9fb4-bdec-4801-b7a0-904fa8c18ce4.png,2e5c9fb4-bdec-4801-b7a0-904fa8c18ce4-full,sci_space
groups/sci.space/60231,1b489d31-6fae-4ad6-868f-54985f5968a5.png,1b489d31-6fae-4ad6-868f-54985f5968a5-full,sci_space
groups/sci.space/61204,195fa2fd-a393-47ed-8fce-35c4d5beb4a3.png,195fa2fd-a393-47ed-8fce-35c4d5beb4a3-full,sci_space
groups/sci.space/61150,3ad110fa-47cb-4200-b0c6-dd948026d981.png,3ad110fa-47cb-4200-b0c6-dd948026d981-full,sci_space
groups/sci.space/61533,66c1504d-ea81-4a55-ba3e-aabf41b74e4f.png,66c1504d-ea81-4a55-ba3e-aabf41b74e4f-full,sci_space
groups/sci.space/60237,1bc55cbe-4069-4ac6-8381-4d793079a9c2.png,1bc55cbe-4069-4ac6-8381-4d793079a9c2-full,sci_space
groups/sci.space/61447,dcf67796-f809-48bc-b0bb-6190c8906161.png,dcf67796-f809-48bc-b0bb-6190c8906161-full,sci_space
groups/sci.space/60999,41d4ea04-295b-4920-976a-dd65beeaddbf.png,41d4ea04-295b-4920-976a-dd65beeaddbf-full,sci_space
groups/sci.space/60797,4a546146-afc6-414b-b4f2-3fc95e5bde4d.png,4a546146-afc6-414b-b4f2-3fc95e5bde4d-full,sci_space
groups/sci.space/61330,b763d38c-b096-42bd-a671-ad7037c35ae7.png,b763d38c-b096-42bd-a671-ad7037c35ae7-full,sci_space
groups/sci.space/60225,b66545e8-871f-4954-812e-4b1592e54417.png,b66545e8-871f-4954-812e-4b1592e54417-full,sci_space
groups/sci.space/61311,f64b0fd6-2b4b-4480-9b23-717cdbbfbcd8.png,f64b0fd6-2b4b-4480-9b23-717cdbbfbcd8-full,sci_space
groups/sci.space/61380,47aae444-d3d8-4d05-90d0-75431966fa1d.png,47aae444-d3d8-4d05-90d0-75431966fa1d-full,sci_space
groups/sci.space/61115,3931edc3-4721-4cb3-a27b-d80626090865.png,3931edc3-4721-4cb3-a27b-d80626090865-full,sci_space
groups/sci.space/61060,42f8f245-97c0-43ca-b5a6-57d34a47f4cf.png,42f8f245-97c0-43ca-b5a6-57d34a47f4cf-full,sci_space
groups/sci.space/61461,f889c1f0-25ff-45e2-baf8-27a13b4c54de.png,f889c1f0-25ff-45e2-baf8-27a13b4c54de-full,sci_space
groups/sci.space/60859,340b9926-bd55-44cc-9aab-4d5d40b6899c.png,340b9926-bd55-44cc-9aab-4d5d40b6899c-full,sci_space
groups/sci.space/62130,dfd98f4f-56d1-426c-a141-30a50a2d7f61.png,dfd98f4f-56d1-426c-a141-30a50a2d7f61-full,sci_space
groups/sci.space/60881,50330d59-24f3-459f-946a-746792b84326.png,50330d59-24f3-459f-946a-746792b84326-full,sci_space
groups/sci.space/60927,1adf7c68-0a3c-4bf6-8eb3-a924fe0c5e0e.png,1adf7c68-0a3c-4bf6-8eb3-a924fe0c5e0e-full,sci_space
groups/sci.space/61336,c2c70877-df28-447e-ba23-3b639e0ba49d.png,c2c70877-df28-447e-ba23-3b639e0ba49d-full,sci_space
groups/sci.space/61116,c9399cc7-58b5-499f-bc51-0c8a473fddc4.png,c9399cc7-58b5-499f-bc51-0c8a473fddc4-full,sci_space
groups/sci.space/60771,b0d66425-e1a9-4784-956e-f35db2edd8d6.png,b0d66425-e1a9-4784-956e-f35db2edd8d6-full,sci_space
groups/sci.space/60250,1357568f-140d-4af2-8391-015c72188256.png,1357568f-140d-4af2-8391-015c72188256-full,sci_space
groups/sci.space/61168,4d738a8a-7c8e-4774-809b-9c5cce8963a0.png,4d738a8a-7c8e-4774-809b-9c5cce8963a0-full,sci_space
groups/sci.space/60897,cc2910fd-3fd3-475e-a0b1-688092e6b4b0.png,cc2910fd-3fd3-475e-a0b1-688092e6b4b0-full,sci_space
groups/sci.space/62387,8bc49938-3376-41d2-84ce-b029fcff5af2.png,8bc49938-3376-41d2-84ce-b029fcff5af2-full,sci_space
groups/sci.space/61375,4f2052f0-30f5-4007-95f7-f0a77ffe7d49.png,4f2052f0-30f5-4007-95f7-f0a77ffe7d49-full,sci_space
groups/sci.space/60918,26ab256a-cbf5-4bf4-b981-c4daf7a2c7dd.png,26ab256a-cbf5-4bf4-b981-c4daf7a2c7dd-full,sci_space
groups/sci.space/61302,0698b203-a99e-48cb-88bd-d6df9ffddc52.png,0698b203-a99e-48cb-88bd-d6df9ffddc52-full,sci_space
groups/sci.space/61413,ba89fe8b-5dca-4c8a-8f68-57d38e063171.png,ba89fe8b-5dca-4c8a-8f68-57d38e063171-full,sci_space
groups/sci.space/61350,2275870e-99b9-4560-ba69-492b0f7e858d.png,2275870e-99b9-4560-ba69-492b0f7e858d-full,sci_space
groups/sci.space/61108,3624d3d5-1d91-40f3-b0db-92e5400eac54.png,3624d3d5-1d91-40f3-b0db-92e5400eac54-full,sci_space
groups/comp.sys.ibm.pc.hardware/61056,fb43c9f4-9499-4c84-94a3-b69f496e7781.png,fb43c9f4-9499-4c84-94a3-b69f496e7781-full,comp_sys_ibm_pc_hardware
groups/comp.sys.ibm.pc.hardware/60263,743a57c9-c42b-4d8f-9ba7-a75da3ca61f4.png,743a57c9-c42b-4d8f-9ba7-a75da3ca61f4-full,comp_sys_ibm_pc_hardware
groups/comp.sys.ibm.pc.hardware/60378,e7eaa351-c7a6-4d19-933f-a04d8038ddc2.png,e7eaa351-c7a6-4d19-933f-a04d8038ddc2-full,comp_sys_ibm_pc_hardware
groups/comp.sys.ibm.pc.hardware/60993,d39bbf2a-99b7-4967-a856-b8cf058a27ff.png,d39bbf2a-99b7-4967-a856-b8cf058a27ff-full,comp_sys_ibm_pc_hardware
groups/comp.sys.ibm.pc.hardware/58343,e076e07a-7013-4d78-9d16-8a86dd6fccbc.png,e076e07a-7013-4d78-9d16-8a86dd6fccbc-full,comp_sys_ibm_pc_hardware
groups/comp.sys.ibm.pc.hardware/60727,c6178798-649c-4a40-a4c0-59dce01f1ffe.png,c6178798-649c-4a40-a4c0-59dce01f1ffe-full,comp_sys_ibm_pc_hardware
groups/comp.sys.ibm.pc.hardware/61142,14dd5f47-2da7-43f3-88b7-201018e87f61.png,14dd5f47-2da7-43f3-88b7-201018e87f61-full,comp_sys_ibm_pc_hardware
groups/comp.sys.ibm.pc.hardware/60867,76675932-9eb9-427d-9a8f-b505a0a30132.png,76675932-9eb9-427d-9a8f-b505a0a30132-full,comp_sys_ibm_pc_hardware
groups/comp.sys.ibm.pc.hardware/60156,77a6dd86-f423-4402-9fdc-c5938917b782.png,77a6dd86-f423-4402-9fdc-c5938917b782-full,comp_sys_ibm_pc_hardware
groups/comp.sys.ibm.pc.hardware/60149,5bbd7675-2c7e-4383-9e28-02b30d617692.png,5bbd7675-2c7e-4383-9e28-02b30d617692-full,comp_sys_ibm_pc_hardware
groups/comp.sys.ibm.pc.hardware/58998,7dc5c371-879a-49f8-883f-70c6fcdd5c49.png,7dc5c371-879a-49f8-883f-70c6fcdd5c49-full,comp_sys_ibm_pc_hardware
groups/comp.sys.ibm.pc.hardware/61118,962388b0-6e2f-448d-9430-5541911fc77c.png,962388b0-6e2f-448d-9430-5541911fc77c-full,comp_sys_ibm_pc_hardware
groups/comp.sys.ibm.pc.hardware/61028,f119f47a-f7fd-41ea-bce1-f3e12562c160.png,f119f47a-f7fd-41ea-bce1-f3e12562c160-full,comp_sys_ibm_pc_hardware
groups/comp.sys.ibm.pc.hardware/60540,0b0946e5-eba2-4267-9fee-b6b57019eaf3.png,0b0946e5-eba2-4267-9fee-b6b57019eaf3-full,comp_sys_ibm_pc_hardware
groups/comp.sys.ibm.pc.hardware/60524,d6dee84f-8a22-4c6d-a76b-ddecc5be89c9.png,d6dee84f-8a22-4c6d-a76b-ddecc5be89c9-full,comp_sys_ibm_pc_hardware
groups/comp.sys.ibm.pc.hardware/60904,56b34971-63f2-4da8-85b6-d8bac9f2f445.png,56b34971-63f2-4da8-85b6-d8bac9f2f445-full,comp_sys_ibm_pc_hardware
groups/comp.sys.ibm.pc.hardware/61111,1ca19939-0a7c-4c0e-907b-8563678124de.png,1ca19939-0a7c-4c0e-907b-8563678124de-full,comp_sys_ibm_pc_hardware
groups/comp.sys.ibm.pc.hardware/60827,fa5a843d-98e5-48b7-8855-2d3a7f18fbf1.png,fa5a843d-98e5-48b7-8855-2d3a7f18fbf1-full,comp_sys_ibm_pc_hardware
groups/comp.sys.ibm.pc.hardware/60792,49016bc3-880d-44ec-a2a5-1b2080efd58e.png,49016bc3-880d-44ec-a2a5-1b2080efd58e-full,comp_sys_ibm_pc_hardware
groups/comp.sys.ibm.pc.hardware/61085,1a1ff945-2448-4a6b-a527-c97141524d2b.png,1a1ff945-2448-4a6b-a527-c97141524d2b-full,comp_sys_ibm_pc_hardware
groups/comp.sys.ibm.pc.hardware/61160,ca913b93-c0bb-4e80-936b-f6100c9ac697.png,ca913b93-c0bb-4e80-936b-f6100c9ac697-full,comp_sys_ibm_pc_hardware
groups/comp.sys.ibm.pc.hardware/60522,2be1047d-3c63-4932-bf57-86cf846406d4.png,2be1047d-3c63-4932-bf57-86cf846406d4-full,comp_sys_ibm_pc_hardware
groups/comp.sys.ibm.pc.hardware/60667,30988f23-f07b-4604-9e67-46082f21cd2e.png,30988f23-f07b-4604-9e67-46082f21cd2e-full,comp_sys_ibm_pc_hardware
groups/comp.sys.ibm.pc.hardware/60937,6e0f6e3f-cb51-4d50-880d-7bac6aac2ad0.png,6e0f6e3f-cb51-4d50-880d-7bac6aac2ad0-full,comp_sys_ibm_pc_hardware
groups/comp.sys.ibm.pc.hardware/60980,9193a2ac-2602-4b82-8e6f-a21247a18e8b.png,9193a2ac-2602-4b82-8e6f-a21247a18e8b-full,comp_sys_ibm_pc_hardware
groups/comp.sys.ibm.pc.hardware/60417,d96c2463-bd65-4e62-855c-8e5983328498.png,d96c2463-bd65-4e62-855c-8e5983328498-full,comp_sys_ibm_pc_hardware
groups/comp.sys.ibm.pc.hardware/60179,138b8ea9-71ae-4130-a0a4-894b2ec27379.png,138b8ea9-71ae-4130-a0a4-894b2ec27379-full,comp_sys_ibm_pc_hardware
groups/comp.sys.ibm.pc.hardware/60691,8acf805f-5938-4eb8-8314-e507b02d7bd2.png,8acf805f-5938-4eb8-8314-e507b02d7bd2-full,comp_sys_ibm_pc_hardware
groups/comp.sys.ibm.pc.hardware/60405,08e37a1c-16b0-4082-bbff-0193b4cdeece.png,08e37a1c-16b0-4082-bbff-0193b4cdeece-full,comp_sys_ibm_pc_hardware
groups/comp.sys.ibm.pc.hardware/60860,55b4b5d3-ea7e-4ffe-9927-a79fe68e2c75.png,55b4b5d3-ea7e-4ffe-9927-a79fe68e2c75-full,comp_sys_ibm_pc_hardware
groups/comp.sys.ibm.pc.hardware/60434,12ce235c-1dc8-439d-ab81-06d84a63010a.png,12ce235c-1dc8-439d-ab81-06d84a63010a-full,comp_sys_ibm_pc_hardware
groups/comp.sys.ibm.pc.hardware/60877,e3333371-51e8-4a20-9fc7-5c42979f9372.png,e3333371-51e8-4a20-9fc7-5c42979f9372-full,comp_sys_ibm_pc_hardware
groups/comp.sys.ibm.pc.hardware/58921,057f62ca-4dff-4431-827f-ecde044367c3.png,057f62ca-4dff-4431-827f-ecde044367c3-full,comp_sys_ibm_pc_hardware
groups/comp.sys.ibm.pc.hardware/60800,203fea57-5d70-42d6-82c2-964d3840bd0a.png,203fea57-5d70-42d6-82c2-964d3840bd0a-full,comp_sys_ibm_pc_hardware
groups/comp.sys.ibm.pc.hardware/60446,1012ede3-df3b-43a8-8ebc-139e009e3c89.png,1012ede3-df3b-43a8-8ebc-139e009e3c89-full,comp_sys_ibm_pc_hardware
