index,short_doc,full_doc,category_gold,hidden_label,category_gold_reason,_golden
groups/misc.forsale/76100,ca9dee4d-0543-4d13-85e5-36db8a1c56cf.png,ca9dee4d-0543-4d13-85e5-36db8a1c56cf-full,misc_forsale,misc_forsale,The author of this text originally posted it under the indicated category.,TRUE
groups/sci.med/58996,097d13dc-2c89-4fc0-8fac-6fd509ae0a87.png,097d13dc-2c89-4fc0-8fac-6fd509ae0a87-full,sci_med,sci_med,The author of this text originally posted it under the indicated category.,TRUE
groups/rec.sport.baseball/104726,0a617aab-b15a-4329-966f-46e2d0a37b32.png,0a617aab-b15a-4329-966f-46e2d0a37b32-full,rec_sport_baseball,rec_sport_baseball,The author of this text originally posted it under the indicated category.,TRUE
groups/talk.politics.mideast/75906,3ab95952-24f4-4265-b34e-37e71688221b.png,3ab95952-24f4-4265-b34e-37e71688221b-full,,talk_politics_mideast,,
groups/alt.atheism/54142,50452cb8-7be0-47d8-b2b4-5ea13c372bfa.png,50452cb8-7be0-47d8-b2b4-5ea13c372bfa-full,alt_atheism,alt_atheism,The author of this text originally posted it under the indicated category.,TRUE
groups/comp.os.ms-windows.misc/9740,fbdef38c-0f95-4a55-a708-989cb7112bc5.png,fbdef38c-0f95-4a55-a708-989cb7112bc5-full,comp_os_ms-windows_misc,comp_os_ms-windows_misc,The author of this text originally posted it under the indicated category.,TRUE
groups/misc.forsale/76565,e05f5167-934e-4c67-ba15-aa6ba49d42a6.png,e05f5167-934e-4c67-ba15-aa6ba49d42a6-full,misc_forsale,misc_forsale,The author of this text originally posted it under the indicated category.,TRUE
groups/talk.politics.mideast/76374,c34a055f-32c2-4cd6-869b-4dd376374068.png,c34a055f-32c2-4cd6-869b-4dd376374068-full,,talk_politics_mideast,,
groups/sci.med/59262,3bf4d04b-2f0e-418e-a56e-93f866d5afff.png,3bf4d04b-2f0e-418e-a56e-93f866d5afff-full,sci_med,sci_med,The author of this text originally posted it under the indicated category.,TRUE
groups/sci.crypt/15408,92c16048-1980-45e4-b805-62fe29a0748c.png,92c16048-1980-45e4-b805-62fe29a0748c-full,sci_crypt,sci_crypt,The author of this text originally posted it under the indicated category.,TRUE
groups/sci.electronics/53954,86a411ac-702b-4dae-944b-fd95d8eca07f.png,86a411ac-702b-4dae-944b-fd95d8eca07f-full,sci_electronics,sci_electronics,The author of this text originally posted it under the indicated category.,TRUE
groups/alt.atheism/53122,9f635a20-398d-4b82-90ce-00935e2b1e03.png,9f635a20-398d-4b82-90ce-00935e2b1e03-full,alt_atheism,alt_atheism,The author of this text originally posted it under the indicated category.,TRUE
groups/comp.os.ms-windows.misc/10165,5b03856b-5184-41d3-a355-2c6fc278b095.png,5b03856b-5184-41d3-a355-2c6fc278b095-full,comp_os_ms-windows_misc,comp_os_ms-windows_misc,The author of this text originally posted it under the indicated category.,TRUE
groups/talk.politics.guns/54121,9acf7246-ccfe-4557-9752-0cd4b35b80c5.png,9acf7246-ccfe-4557-9752-0cd4b35b80c5-full,talk_politics_guns,talk_politics_guns,The author of this text originally posted it under the indicated category.,TRUE
groups/soc.religion.christian/21441,49e68262-4bb0-4f06-ba3a-8bf562f75194.png,49e68262-4bb0-4f06-ba3a-8bf562f75194-full,soc_religion_christian,soc_religion_christian,The author of this text originally posted it under the indicated category.,TRUE
groups/rec.sport.baseball/104391,3091303e-1daf-4bf5-8553-8a912c146bff.png,3091303e-1daf-4bf5-8553-8a912c146bff-full,rec_sport_baseball,rec_sport_baseball,The author of this text originally posted it under the indicated category.,TRUE
groups/sci.crypt/15561,b1f1814a-eca3-499f-b531-c23c7672a90e.png,b1f1814a-eca3-499f-b531-c23c7672a90e-full,sci_crypt,sci_crypt,The author of this text originally posted it under the indicated category.,TRUE
groups/comp.sys.ibm.pc.hardware/61080,62367cd5-a21a-4a30-81c2-d9052db903c5.png,62367cd5-a21a-4a30-81c2-d9052db903c5-full,comp_sys_ibm_pc_hardware,comp_sys_ibm_pc_hardware,The author of this text originally posted it under the indicated category.,TRUE
groups/sci.space/60933,f664da5f-71f6-4a9a-b474-a28b47d647aa.png,f664da5f-71f6-4a9a-b474-a28b47d647aa-full,sci_space,sci_space,The author of this text originally posted it under the indicated category.,TRUE
groups/rec.autos/102989,c8d96f80-a09d-4c67-bf3d-c4f9a46d7992.png,c8d96f80-a09d-4c67-bf3d-c4f9a46d7992-full,rec_autos,rec_autos,The author of this text originally posted it under the indicated category.,TRUE
groups/sci.electronics/53639,71145bc3-fb8d-4ed1-b933-8c381cfaecda.png,71145bc3-fb8d-4ed1-b933-8c381cfaecda-full,sci_electronics,sci_electronics,The author of this text originally posted it under the indicated category.,TRUE
groups/rec.autos/103075,2085df71-e3ba-49b4-8d9d-54cc6649bf90.png,2085df71-e3ba-49b4-8d9d-54cc6649bf90-full,rec_autos,rec_autos,The author of this text originally posted it under the indicated category.,TRUE
groups/rec.autos/102880,e7b9ae74-cd21-4cd3-b54a-9ef78c655e4a.png,e7b9ae74-cd21-4cd3-b54a-9ef78c655e4a-full,rec_autos,rec_autos,The author of this text originally posted it under the indicated category.,TRUE
groups/sci.space/61293,4427ad1d-b39e-457f-a287-0fb9af3653ce.png,4427ad1d-b39e-457f-a287-0fb9af3653ce-full,sci_space,sci_space,The author of this text originally posted it under the indicated category.,TRUE
groups/sci.crypt/15742,0e22278d-b3eb-42c5-9e26-622e3fca4904.png,0e22278d-b3eb-42c5-9e26-622e3fca4904-full,sci_crypt,sci_crypt,The author of this text originally posted it under the indicated category.,TRUE
groups/misc.forsale/76006,29ae97ef-1292-4299-9005-945f44d59305.png,29ae97ef-1292-4299-9005-945f44d59305-full,misc_forsale,misc_forsale,The author of this text originally posted it under the indicated category.,TRUE
groups/talk.politics.guns/54688,7a7fb213-079f-4e82-9cd4-1051afb6bece.png,7a7fb213-079f-4e82-9cd4-1051afb6bece-full,talk_politics_guns,talk_politics_guns,The author of this text originally posted it under the indicated category.,TRUE
groups/comp.os.ms-windows.misc/9551,71019b0a-d28a-4b59-af09-207b50ae25dd.png,71019b0a-d28a-4b59-af09-207b50ae25dd-full,comp_os_ms-windows_misc,comp_os_ms-windows_misc,The author of this text originally posted it under the indicated category.,TRUE
groups/sci.electronics/53819,736a137a-3c2b-44dc-a21d-e1c4e4f2223a.png,736a137a-3c2b-44dc-a21d-e1c4e4f2223a-full,sci_electronics,sci_electronics,The author of this text originally posted it under the indicated category.,TRUE
groups/rec.motorcycles/105095,ca296b54-4c4a-40bf-ab7d-3781073c4139.png,ca296b54-4c4a-40bf-ab7d-3781073c4139-full,rec_motorcycles,rec_motorcycles,The author of this text originally posted it under the indicated category.,TRUE
groups/alt.atheism/53144,733e07d0-eab6-4b53-bcce-c8fcc0fdf5e8.png,733e07d0-eab6-4b53-bcce-c8fcc0fdf5e8-full,alt_atheism,alt_atheism,The author of this text originally posted it under the indicated category.,TRUE
groups/talk.politics.guns/54209,595677f5-bd97-43fa-9673-db783a6f0d7d.png,595677f5-bd97-43fa-9673-db783a6f0d7d-full,talk_politics_guns,talk_politics_guns,The author of this text originally posted it under the indicated category.,TRUE
groups/rec.sport.baseball/104505,8eec886c-9d05-4a1c-9ce3-211cd431528f.png,8eec886c-9d05-4a1c-9ce3-211cd431528f-full,rec_sport_baseball,rec_sport_baseball,The author of this text originally posted it under the indicated category.,TRUE
groups/rec.motorcycles/104526,ee92ed05-bfc8-4641-96cb-01183c9c9501.png,ee92ed05-bfc8-4641-96cb-01183c9c9501-full,rec_motorcycles,rec_motorcycles,The author of this text originally posted it under the indicated category.,TRUE
groups/sci.electronics/53554,abea1116-b52e-4ebd-aeaa-0db64fcbf19a.png,abea1116-b52e-4ebd-aeaa-0db64fcbf19a-full,sci_electronics,sci_electronics,The author of this text originally posted it under the indicated category.,TRUE
groups/sci.electronics/53774,e2f2c90b-a61f-4e12-8f06-ffee9ead9241.png,e2f2c90b-a61f-4e12-8f06-ffee9ead9241-full,sci_electronics,sci_electronics,The author of this text originally posted it under the indicated category.,TRUE
groups/sci.crypt/16036,5bd6d014-a09c-4964-b738-776f5a3f7146.png,5bd6d014-a09c-4964-b738-776f5a3f7146-full,sci_crypt,sci_crypt,The author of this text originally posted it under the indicated category.,TRUE
groups/sci.space/61276,3051ba14-7f39-42c2-9538-77456ce8897c.png,3051ba14-7f39-42c2-9538-77456ce8897c-full,sci_space,sci_space,The author of this text originally posted it under the indicated category.,TRUE
groups/rec.sport.baseball/102703,d4cc000a-3b82-45ad-a34f-7fbff5df6806.png,d4cc000a-3b82-45ad-a34f-7fbff5df6806-full,rec_sport_baseball,rec_sport_baseball,The author of this text originally posted it under the indicated category.,TRUE
groups/talk.politics.misc/178773,e8bf6b69-7d10-4cbc-b2fc-fd7cc11d93b1.png,e8bf6b69-7d10-4cbc-b2fc-fd7cc11d93b1-full,talk_politics_misc,talk_politics_misc,The author of this text originally posted it under the indicated category.,TRUE
groups/comp.sys.ibm.pc.hardware/60163,4dc0878e-b745-4b4b-a32d-09272cb32425.png,4dc0878e-b745-4b4b-a32d-09272cb32425-full,,comp_sys_ibm_pc_hardware,,
groups/alt.atheism/53667,1319f7b6-abe8-4f4c-81a2-11fd7a3499d7.png,1319f7b6-abe8-4f4c-81a2-11fd7a3499d7-full,alt_atheism,alt_atheism,The author of this text originally posted it under the indicated category.,TRUE
groups/rec.autos/101648,20ac3275-2c34-4c7d-9e15-ada1b3924e96.png,20ac3275-2c34-4c7d-9e15-ada1b3924e96-full,,rec_autos,,
groups/alt.atheism/54169,65f025c1-362a-420e-a1f5-d392b834d130.png,65f025c1-362a-420e-a1f5-d392b834d130-full,alt_atheism,alt_atheism,The author of this text originally posted it under the indicated category.,TRUE
groups/comp.graphics/38904,a19c19ef-62a0-41c5-b2d0-4731a3d72a45.png,a19c19ef-62a0-41c5-b2d0-4731a3d72a45-full,comp_graphics,comp_graphics,The author of this text originally posted it under the indicated category.,TRUE
groups/comp.windows.x/68260,133e60e0-1ac3-4777-ab00-7782c4d273c2.png,133e60e0-1ac3-4777-ab00-7782c4d273c2-full,comp_windows_x,comp_windows_x,The author of this text originally posted it under the indicated category.,TRUE
groups/sci.electronics/53711,c19acd47-e906-446c-83bf-6be515258f25.png,c19acd47-e906-446c-83bf-6be515258f25-full,sci_electronics,sci_electronics,The author of this text originally posted it under the indicated category.,TRUE
groups/rec.sport.baseball/104541,6dc648c4-2f72-480b-9586-0a3d4b4fb00a.png,6dc648c4-2f72-480b-9586-0a3d4b4fb00a-full,,rec_sport_baseball,,
groups/rec.sport.baseball/104879,379d026a-0645-41f0-91d3-0f22058bf488.png,379d026a-0645-41f0-91d3-0f22058bf488-full,,rec_sport_baseball,,
groups/soc.religion.christian/21728,b0f42290-9375-4260-a7f1-9845ea2cb5bf.png,b0f42290-9375-4260-a7f1-9845ea2cb5bf-full,,soc_religion_christian,,
groups/comp.sys.ibm.pc.hardware/61097,a16bc8fe-a33a-4ca2-b214-92bfff437514.png,a16bc8fe-a33a-4ca2-b214-92bfff437514-full,,comp_sys_ibm_pc_hardware,,
groups/comp.sys.mac.hardware/51799,7dc44ccf-2e2a-45fb-bbfc-d8f4d6e377b3.png,7dc44ccf-2e2a-45fb-bbfc-d8f4d6e377b3-full,comp_sys_mac_hardware,comp_sys_mac_hardware,The author of this text originally posted it under the indicated category.,TRUE
groups/alt.atheism/53166,44ca1e18-a311-4cc5-ab28-a825185cc9f6.png,44ca1e18-a311-4cc5-ab28-a825185cc9f6-full,alt_atheism,alt_atheism,The author of this text originally posted it under the indicated category.,TRUE
groups/rec.sport.baseball/104911,8ae5ca8b-f9ed-47c6-9eeb-14f11a50e28d.png,8ae5ca8b-f9ed-47c6-9eeb-14f11a50e28d-full,,rec_sport_baseball,,
groups/rec.autos/103407,a764e04d-d522-40a2-85ac-74bac03b25e4.png,a764e04d-d522-40a2-85ac-74bac03b25e4-full,,rec_autos,,
groups/rec.sport.hockey/54135,b944def8-7c2d-4080-acc5-0fdcb4386c0c.png,b944def8-7c2d-4080-acc5-0fdcb4386c0c-full,rec_sport_hockey,rec_sport_hockey,The author of this text originally posted it under the indicated category.,TRUE
groups/comp.os.ms-windows.misc/9565,042b470f-7482-4ab3-b241-4ded755a3a1c.png,042b470f-7482-4ab3-b241-4ded755a3a1c-full,comp_os_ms-windows_misc,comp_os_ms-windows_misc,The author of this text originally posted it under the indicated category.,TRUE
groups/comp.graphics/38669,d581db12-3961-47d1-91aa-984763774537.png,d581db12-3961-47d1-91aa-984763774537-full,comp_graphics,comp_graphics,The author of this text originally posted it under the indicated category.,TRUE
groups/talk.politics.misc/178371,fd88ae2f-d977-4b65-a3e4-b45d14fc7c96.png,fd88ae2f-d977-4b65-a3e4-b45d14fc7c96-full,talk_politics_misc,talk_politics_misc,The author of this text originally posted it under the indicated category.,TRUE
groups/rec.sport.baseball/105157,44bd283b-5823-45e2-b651-dfce2bdaa7cb.png,44bd283b-5823-45e2-b651-dfce2bdaa7cb-full,,rec_sport_baseball,,
groups/sci.crypt/15575,5950e79a-7add-49bd-b1c8-767927f8411f.png,5950e79a-7add-49bd-b1c8-767927f8411f-full,sci_crypt,sci_crypt,The author of this text originally posted it under the indicated category.,TRUE
groups/rec.sport.baseball/104334,befbcff6-785d-4b28-b7de-c948fdcaebd4.png,befbcff6-785d-4b28-b7de-c948fdcaebd4-full,,rec_sport_baseball,,
groups/talk.politics.guns/54693,3588d967-4705-4990-9cf9-dc852436b7a6.png,3588d967-4705-4990-9cf9-dc852436b7a6-full,talk_politics_guns,talk_politics_guns,The author of this text originally posted it under the indicated category.,TRUE
groups/rec.sport.baseball/104997,fcf91f07-1c5d-49c3-90c8-3b9d5124ca4e.png,fcf91f07-1c5d-49c3-90c8-3b9d5124ca4e-full,,rec_sport_baseball,,
groups/soc.religion.christian/21385,62758c0b-eb16-4fb9-93e9-aa2b136de286.png,62758c0b-eb16-4fb9-93e9-aa2b136de286-full,,soc_religion_christian,,
groups/rec.sport.hockey/54708,e2dd4a46-4148-4491-825d-ac09e0e1ffbc.png,e2dd4a46-4148-4491-825d-ac09e0e1ffbc-full,rec_sport_hockey,rec_sport_hockey,The author of this text originally posted it under the indicated category.,TRUE
groups/misc.forsale/76038,95d3e7fd-5b0d-4bed-bf42-1869c641e602.png,95d3e7fd-5b0d-4bed-bf42-1869c641e602-full,misc_forsale,misc_forsale,The author of this text originally posted it under the indicated category.,TRUE
groups/comp.sys.mac.hardware/51603,1737dc84-b8e1-47db-85cb-0bebcec3e157.png,1737dc84-b8e1-47db-85cb-0bebcec3e157-full,comp_sys_mac_hardware,comp_sys_mac_hardware,The author of this text originally posted it under the indicated category.,TRUE
groups/soc.religion.christian/20546,af0669b3-af91-4d67-befc-06b9741aa316.png,af0669b3-af91-4d67-befc-06b9741aa316-full,,soc_religion_christian,,
groups/sci.med/58911,1cde0482-7603-4da4-8a2c-04c533eb4d29.png,1cde0482-7603-4da4-8a2c-04c533eb4d29-full,sci_med,sci_med,The author of this text originally posted it under the indicated category.,TRUE
groups/talk.politics.misc/176957,2ff6de2e-ee28-4641-ba12-1f374de38668.png,2ff6de2e-ee28-4641-ba12-1f374de38668-full,talk_politics_misc,talk_politics_misc,The author of this text originally posted it under the indicated category.,TRUE
groups/comp.windows.x/68249,36619c7b-c105-4218-9216-a4f6c99d349b.png,36619c7b-c105-4218-9216-a4f6c99d349b-full,comp_windows_x,comp_windows_x,The author of this text originally posted it under the indicated category.,TRUE
groups/misc.forsale/76239,c4215184-4884-4c12-9ddf-82b7b202f964.png,c4215184-4884-4c12-9ddf-82b7b202f964-full,misc_forsale,misc_forsale,The author of this text originally posted it under the indicated category.,TRUE
groups/rec.sport.hockey/53771,aa01cf6e-df2a-42e4-b845-cf31023ac53b.png,aa01cf6e-df2a-42e4-b845-cf31023ac53b-full,,rec_sport_hockey,,
groups/rec.autos/102777,46579f7d-230c-49dc-9bd6-5994697a2841.png,46579f7d-230c-49dc-9bd6-5994697a2841-full,,rec_autos,,
groups/soc.religion.christian/21775,7ad8e616-7f37-45c2-920e-32b2947cdb65.png,7ad8e616-7f37-45c2-920e-32b2947cdb65-full,,soc_religion_christian,,
groups/alt.atheism/53558,1a58b4f9-ce7a-4cc4-8b13-063aa9a7ef8d.png,1a58b4f9-ce7a-4cc4-8b13-063aa9a7ef8d-full,,alt_atheism,,
groups/misc.forsale/76362,c418d396-2d6c-4fd5-846f-576e6e5a5254.png,c418d396-2d6c-4fd5-846f-576e6e5a5254-full,,misc_forsale,,
groups/alt.atheism/51273,50535735-a19d-43f7-816f-a5bf99dedc6c.png,50535735-a19d-43f7-816f-a5bf99dedc6c-full,,alt_atheism,,
groups/talk.religion.misc/83965,ee3786e3-1f86-4585-8b70-e929497a0ccd.png,ee3786e3-1f86-4585-8b70-e929497a0ccd-full,talk_religion_misc,talk_religion_misc,The author of this text originally posted it under the indicated category.,TRUE
groups/talk.religion.misc/84244,bc4f06c1-fba0-40ee-9e6b-d1865e1a8e24.png,bc4f06c1-fba0-40ee-9e6b-d1865e1a8e24-full,talk_religion_misc,talk_religion_misc,The author of this text originally posted it under the indicated category.,TRUE
groups/misc.forsale/76011,a5f7fc4c-4e3d-41f6-8fcd-c0c61bcc14d6.png,a5f7fc4c-4e3d-41f6-8fcd-c0c61bcc14d6-full,,misc_forsale,,
groups/comp.os.ms-windows.misc/9687,0e949591-6381-4f02-b3e6-03fe01bd6373.png,0e949591-6381-4f02-b3e6-03fe01bd6373-full,comp_os_ms-windows_misc,comp_os_ms-windows_misc,The author of this text originally posted it under the indicated category.,TRUE
groups/comp.windows.x/67334,f7c2b841-3926-417c-b303-a7d8fff12d8f.png,f7c2b841-3926-417c-b303-a7d8fff12d8f-full,,comp_windows_x,,
groups/sci.space/60773,71bf8cdb-0c14-4e36-9486-fbec61ce1567.png,71bf8cdb-0c14-4e36-9486-fbec61ce1567-full,sci_space,sci_space,The author of this text originally posted it under the indicated category.,TRUE
groups/sci.space/61507,84d79805-b4f0-4667-a9d2-ef2175766816.png,84d79805-b4f0-4667-a9d2-ef2175766816-full,sci_space,sci_space,The author of this text originally posted it under the indicated category.,TRUE
groups/sci.med/59099,874696e5-2819-4663-a005-a657211f0246.png,874696e5-2819-4663-a005-a657211f0246-full,sci_med,sci_med,The author of this text originally posted it under the indicated category.,TRUE
groups/soc.religion.christian/21669,efacec42-9d70-41ea-b093-aa4e5e5dd144.png,efacec42-9d70-41ea-b093-aa4e5e5dd144-full,,soc_religion_christian,,
groups/comp.graphics/38851,f2ad5f2d-d338-4347-b4ff-43aa01a15d63.png,f2ad5f2d-d338-4347-b4ff-43aa01a15d63-full,comp_graphics,comp_graphics,The author of this text originally posted it under the indicated category.,TRUE
groups/comp.sys.ibm.pc.hardware/61075,a770fb15-6717-46bd-90fa-442051b6a3f5.png,a770fb15-6717-46bd-90fa-442051b6a3f5-full,,comp_sys_ibm_pc_hardware,,
groups/comp.os.ms-windows.misc/9585,5035fab0-21f5-4c45-8658-c6b9861ce779.png,5035fab0-21f5-4c45-8658-c6b9861ce779-full,comp_os_ms-windows_misc,comp_os_ms-windows_misc,The author of this text originally posted it under the indicated category.,TRUE
groups/comp.graphics/38364,94f7631a-5184-4e6a-8761-c66a4dbf890f.png,94f7631a-5184-4e6a-8761-c66a4dbf890f-full,comp_graphics,comp_graphics,The author of this text originally posted it under the indicated category.,TRUE
groups/talk.religion.misc/84127,80cb35b6-8b46-49a5-ba76-1fdc946fc506.png,80cb35b6-8b46-49a5-ba76-1fdc946fc506-full,talk_religion_misc,talk_religion_misc,The author of this text originally posted it under the indicated category.,TRUE
groups/comp.sys.mac.hardware/51940,471efc5d-1ba1-4ba6-94e4-ecab1f01ef4c.png,471efc5d-1ba1-4ba6-94e4-ecab1f01ef4c-full,comp_sys_mac_hardware,comp_sys_mac_hardware,The author of this text originally posted it under the indicated category.,TRUE
groups/misc.forsale/76827,175f2f7d-5b7d-480d-a790-e579e4fd43ee.png,175f2f7d-5b7d-480d-a790-e579e4fd43ee-full,,misc_forsale,,
groups/talk.religion.misc/84300,49189a7e-7d74-462f-b168-d8b581e4ced6.png,49189a7e-7d74-462f-b168-d8b581e4ced6-full,talk_religion_misc,talk_religion_misc,The author of this text originally posted it under the indicated category.,TRUE
groups/talk.politics.guns/54832,cb83878e-a0a5-4710-8a4b-ab7beeed9bf6.png,cb83878e-a0a5-4710-8a4b-ab7beeed9bf6-full,,talk_politics_guns,,
groups/comp.graphics/38335,f7191f91-8d75-4621-85a0-350d57d86146.png,f7191f91-8d75-4621-85a0-350d57d86146-full,comp_graphics,comp_graphics,The author of this text originally posted it under the indicated category.,TRUE
groups/rec.sport.hockey/53809,4ab0431c-0b6e-4cb0-8836-149c4407fdd1.png,4ab0431c-0b6e-4cb0-8836-149c4407fdd1-full,,rec_sport_hockey,,
groups/rec.motorcycles/104602,a755547c-243a-41ff-88ca-cd4ba3109856.png,a755547c-243a-41ff-88ca-cd4ba3109856-full,rec_motorcycles,rec_motorcycles,The author of this text originally posted it under the indicated category.,TRUE
groups/talk.religion.misc/83642,38f61f41-10e9-4af0-834c-8a12b5135441.png,38f61f41-10e9-4af0-834c-8a12b5135441-full,,talk_religion_misc,,
groups/talk.politics.mideast/76358,549ec6a3-10ba-43c1-8430-dc350a472c71.png,549ec6a3-10ba-43c1-8430-dc350a472c71-full,,talk_politics_mideast,,
groups/sci.crypt/15339,a2c20c3c-0ff2-4ff9-966f-02e8d703ae1f.png,a2c20c3c-0ff2-4ff9-966f-02e8d703ae1f-full,sci_crypt,sci_crypt,The author of this text originally posted it under the indicated category.,TRUE
groups/comp.sys.ibm.pc.hardware/60311,7e79c811-7b27-44fc-bbbd-7f73ce3ac929.png,7e79c811-7b27-44fc-bbbd-7f73ce3ac929-full,,comp_sys_ibm_pc_hardware,,
groups/comp.os.ms-windows.misc/9992,9a6607b8-f27e-4887-8315-7428b3273910.png,9a6607b8-f27e-4887-8315-7428b3273910-full,,comp_os_ms-windows_misc,,
groups/rec.sport.baseball/102669,44e1efe1-fc2c-41fd-a7af-e314da0bf8bf.png,44e1efe1-fc2c-41fd-a7af-e314da0bf8bf-full,,rec_sport_baseball,,
groups/talk.religion.misc/84251,4df4bc49-ab6c-4cc1-95be-35803f2b5d39.png,4df4bc49-ab6c-4cc1-95be-35803f2b5d39-full,,talk_religion_misc,,
groups/alt.atheism/51120,14716340-78c3-44a2-b4b5-38d83e383cf3.png,14716340-78c3-44a2-b4b5-38d83e383cf3-full,,alt_atheism,,
groups/talk.politics.mideast/75403,069b745f-5683-4ef3-9632-dbd2b06cfbc2.png,069b745f-5683-4ef3-9632-dbd2b06cfbc2-full,,talk_politics_mideast,,
groups/sci.electronics/53511,870f8553-a2b9-448f-9e4e-0b65a3d9dbab.png,870f8553-a2b9-448f-9e4e-0b65a3d9dbab-full,,sci_electronics,,
groups/comp.sys.mac.hardware/52194,b322717b-f050-46e4-9aec-694c5498dc5d.png,b322717b-f050-46e4-9aec-694c5498dc5d-full,comp_sys_mac_hardware,comp_sys_mac_hardware,The author of this text originally posted it under the indicated category.,TRUE
groups/comp.sys.ibm.pc.hardware/61103,a45b7836-6af2-4816-b9a7-15e7c18328c4.png,a45b7836-6af2-4816-b9a7-15e7c18328c4-full,,comp_sys_ibm_pc_hardware,,
groups/talk.politics.misc/179101,5981db4c-128a-494e-8eab-771ac572d27c.png,5981db4c-128a-494e-8eab-771ac572d27c-full,talk_politics_misc,talk_politics_misc,The author of this text originally posted it under the indicated category.,TRUE
groups/talk.politics.misc/178452,731e881b-73ce-4368-8d65-b7fd17f9b9b4.png,731e881b-73ce-4368-8d65-b7fd17f9b9b4-full,,talk_politics_misc,,
groups/sci.electronics/53743,d9a16827-a6ba-4c90-8927-e6aedb9db483.png,d9a16827-a6ba-4c90-8927-e6aedb9db483-full,,sci_electronics,,
groups/comp.graphics/38489,21a92152-e0b9-4109-a2cf-c91b0edeed6a.png,21a92152-e0b9-4109-a2cf-c91b0edeed6a-full,,comp_graphics,,
groups/comp.windows.x/68084,345778ee-04c1-43a1-9689-4d7d0388b885.png,345778ee-04c1-43a1-9689-4d7d0388b885-full,,comp_windows_x,,
groups/talk.politics.misc/178737,0126eb3b-721d-4d71-b005-d8ba59158bd7.png,0126eb3b-721d-4d71-b005-d8ba59158bd7-full,,talk_politics_misc,,
groups/comp.sys.mac.hardware/52290,294d4164-e8bd-43cd-bea0-1a32df574395.png,294d4164-e8bd-43cd-bea0-1a32df574395-full,comp_sys_mac_hardware,comp_sys_mac_hardware,The author of this text originally posted it under the indicated category.,TRUE
groups/rec.autos/103307,2da4300a-5897-4a25-b01c-a47dfc8957bb.png,2da4300a-5897-4a25-b01c-a47dfc8957bb-full,,rec_autos,,
groups/comp.os.ms-windows.misc/10795,74b8fe8c-8013-4702-9d07-97b58f907df4.png,74b8fe8c-8013-4702-9d07-97b58f907df4-full,,comp_os_ms-windows_misc,,
groups/rec.motorcycles/104425,801efa76-73d9-45ef-a1ea-2a2973666359.png,801efa76-73d9-45ef-a1ea-2a2973666359-full,rec_motorcycles,rec_motorcycles,The author of this text originally posted it under the indicated category.,TRUE
groups/comp.sys.ibm.pc.hardware/60858,4c48d352-ac5e-4c58-babb-5bf06fef462b.png,4c48d352-ac5e-4c58-babb-5bf06fef462b-full,,comp_sys_ibm_pc_hardware,,
groups/misc.forsale/76246,eb75f50b-8a65-42fc-897f-eb638f4e4c64.png,eb75f50b-8a65-42fc-897f-eb638f4e4c64-full,,misc_forsale,,
groups/comp.graphics/38552,0e970c35-638b-40ad-a922-7673e582bbc5.png,0e970c35-638b-40ad-a922-7673e582bbc5-full,,comp_graphics,,
groups/talk.politics.mideast/75423,b0e4ab56-fd66-4522-a550-f889480bfcf7.png,b0e4ab56-fd66-4522-a550-f889480bfcf7-full,,talk_politics_mideast,,
groups/rec.motorcycles/104091,b3888036-c5d0-4d24-8ff2-66bcb3a6f497.png,b3888036-c5d0-4d24-8ff2-66bcb3a6f497-full,,rec_motorcycles,,
groups/comp.os.ms-windows.misc/9921,dd4a1294-940e-41ad-81c9-8481b6e41ebf.png,dd4a1294-940e-41ad-81c9-8481b6e41ebf-full,,comp_os_ms-windows_misc,,
groups/comp.graphics/38431,e7720213-0457-4152-b4c1-8ef6d691508e.png,e7720213-0457-4152-b4c1-8ef6d691508e-full,,comp_graphics,,
groups/comp.os.ms-windows.misc/9986,1944e633-c983-4322-a58a-b6cc0c4a38f3.png,1944e633-c983-4322-a58a-b6cc0c4a38f3-full,,comp_os_ms-windows_misc,,
groups/soc.religion.christian/20687,6919f566-cdef-4754-8164-88ec68a78630.png,6919f566-cdef-4754-8164-88ec68a78630-full,,soc_religion_christian,,
groups/talk.politics.guns/55280,6974bdf9-b4c0-43c4-bed9-ae9b80409ef8.png,6974bdf9-b4c0-43c4-bed9-ae9b80409ef8-full,,talk_politics_guns,,
groups/talk.politics.mideast/76387,4919010a-7901-4863-99f8-b7e17a1db83f.png,4919010a-7901-4863-99f8-b7e17a1db83f-full,,talk_politics_mideast,,
groups/rec.sport.baseball/104692,29c3d4a5-a2b8-412c-a50f-61dbd378b639.png,29c3d4a5-a2b8-412c-a50f-61dbd378b639-full,,rec_sport_baseball,,
groups/comp.graphics/39008,9e743123-ad0b-4fef-ad91-450a7c5431d4.png,9e743123-ad0b-4fef-ad91-450a7c5431d4-full,,comp_graphics,,
groups/misc.forsale/76459,b78105f5-1e46-46bb-ab34-54efe4369218.png,b78105f5-1e46-46bb-ab34-54efe4369218-full,,misc_forsale,,
groups/sci.space/60223,115b3371-3764-46b2-9ee5-85fbea8f4937.png,115b3371-3764-46b2-9ee5-85fbea8f4937-full,sci_space,sci_space,The author of this text originally posted it under the indicated category.,TRUE
